c,f,l,r,id
,Darío,Lezcano,73,204226
Edgar Badía,Edgar,Badía Guardiola,73,204234
,Kerim,Frei,73,204247
,Marcello,Trotta,73,204250
,George,Saville,73,204412
Hervías,Pablo,Hervías Rubio,73,204526
,Abdoulaye,Ba,73,204826
,Iván,Piris,73,204977
Diego Oliveira,Diego,Queiroz de Oliveira,73,205081
,Oscar,Lewicki,73,205210
,Ryan,Fredericks,73,205346
,Filip,Novák,73,205364
,Jan,Kopic,73,205365
,Valeri,Qazaishvili,73,205401
Rúben Ferreira,Rúben Rafael,Sousa Ferreira,73,205524
André Sousa,André Alexandre,Carreira Sousa,73,205598
,Luciano,Abecasis,73,205630
,Stefanos,Kapino,73,205878
,Erik,Johansson,73,206022
,Kristoffer,Olsson,73,206114
,Sanjin,Prcić,73,206167
Iván López,Iván,López Mendoza,73,206238
,Stef,Peeters,73,206577
,Mikael,Ishak,73,206626
Roberto Torres,Roberto,Torres Morales,73,206651
,Modou,Barrow,73,207645
Cristiano,Cristiano,da Silva,73,207722
,Mike,van der Hoorn,73,207725
Filipe Augusto,Filipe Augusto,Carvalho Souza,73,207733
,Imoh,Ezekiel,73,208022
Sergi Samper,Sergi,Samper Montañá,73,208088
Lucas Torró,Lucas,Torró Marset,73,208137
,Olivier,Boumal,73,208277
,Mariusz,Stępiński,73,208306
,Thomas,Foket,73,208509
,Hörður,Magnússon,73,208522
Óscar Plano,Óscar,Plano Pedreño,73,208621
Kévin Rodrigues,Kévin Manuel,Rodrigues,73,209289
,Maxime,Poundjé,73,209301
Gerso,Gerso,Fernandes,73,209449
,Jordan,Adéoti,73,209691
,Rasmus,Thelander,73,209711
,Matías,Britos,73,209723
José Rodríguez,José,Rodríguez Martínez,73,210111
,Cristian,Benavente,73,210112
Hélder Lopes,Hélder Filipe,Oliveira Lopes,73,210118
,Hiroshi,Kiyotake,73,210126
,Thomas,Murg,73,210313
,Ibrahima,Mbaye,73,210320
,Andreas,Gianniotis,73,210327
,Fouad,Chafik,73,210434
,Niko,Gießelmann,73,210723
Víctor Rodríguez,Víctor,Rodríguez Romero,73,211017
,Alexandru,Maxim,73,211061
,Bradley,Dack,73,211098
Frederico Venâncio,Frederico André,Ferrão Venâncio,73,211107
,Jonathan,Gómez,73,211489
,Tom,Lawrence,73,211513
Carlos Hernández,Carlos,Hernández Alarcón,73,211556
,Federico,Barba,73,211557
,Kevin,Möhwald,73,211818
,Rafael,Czichos,73,211826
,André,Hahn,73,211862
,Rani,Khedira,73,211999
,Michael,Pérez,73,212079
,Daniel,Heuer Fernandes,73,212197
,Augusto,Solari,73,212214
,Jack,O'Connell,73,212300
,Loïs,Diony,73,212350
Eduardo,Eduardo Antônio,Machado Teixeira,73,212369
,Wil,Trapp,73,212424
,Gyasi,Zardes,73,212478
,Jordan,Marié,73,213030
,Mu,Kanazaki,73,213061
Róber,Roberto,Suárez Pier,73,213063
,Mauricio,Sperduti,73,213132
,Adrien,Tameze,73,213242
,Rémi,Walter,73,213313
,Fernando,Tobio,73,213433
,Martín,Nervo,73,213581
,Simon,Gustafson,73,213613
,Iver,Fossum,73,213777
,Francisco,Meza,73,214136
,Yeison,Gordillo,73,214158
,William,Tesillo,73,214169
,Andrés,Andrade,73,214369
,David,Silva,73,214378
,Angelo,Rodríguez,73,214379
,Felipe,Aguilar,73,214384
,Ezequiel,Videla,73,214409
,Wilson,Morelo,73,214463
,Sebastián,Pérez,73,214606
,Jefferson,Duque,73,214615
,Victor,Ayala,73,214771
,Harrison,Manzala,73,214949
,Damián,Pérez,73,215049
,Diego,Braghieri,73,215050
,Matías,Zaldivia,73,215053
,Julio,Furch,73,215064
,Milton,Casco,73,215071
,Maximiliano,Urruti,73,215083
,Enzo,Kalinski,73,215089
,Fernando,Manríquez,73,215118
,Ciro,Rius,73,215165
,Lucas,Janson,73,215202
,Adrien,Hunou,73,215245
,Ibrahima,Seck,73,215391
,Christian,Mathenia,73,215417
,Matt,Miazga,73,215565
Naranjo,José Manuel,García Naranjo,73,215568
Samir,Samir Caetano,de Souza Santos,73,215651
,Boli,Bolingoli,73,215970
,Pieter,Gerkens,73,216334
,Arijan,Ademi,73,216350
,Sebastián,Torrico,73,216692
Dráusio,Dráusio Luis,Salia Gil,73,216763
,Víctor,García,73,217085
,Yuya,Kubo,73,217242
Sequeira,Nuno Miguel,Jerónimo Sequeira,73,217546
,Gibrán,Lajud,73,217813
,Mohamed,Abarhoun,73,218050
,Mbwana Ally,Samatta,73,218066
,Josip,Elez,73,218341
,Ambroise,Oyongo,73,218540
,Olivier,Ntcham,73,218745
,Guillermo,Maripán,73,219145
,Víctor,Cantillo,73,219160
,Ezequiel,Cerutti,73,219525
,Stefan,Simič,73,219591
,José Luis,Gómez,73,219626
,Mbaye,Diagne,73,220131
,Kemar,Lawrence,73,220209
,Junior,Alonso,73,220337
Angeliño,José Ángel,Esmoris Tasende,73,220651
Valdivia,Wanderson,Ferreira Oliveira,73,220655
Léo Bonatini,Leonardo B.,Lohner Maia,73,220685
,Gastón,Silva,73,220702
,Tim,Leibold,73,221201
,Gerónimo,Poblete,73,221250
,Michael,Barrios,73,221306
,Andrés Felipe,Roa,73,221310
,Luca,Mazzitelli,73,221331
,Wilfried,Kanon,73,221641
,Alfredo,Morelos,73,221714
André Geraldes,André Geraldes,de Barros,73,221750
,Arber,Zeneli,73,221919
,Ondrej,Duda,73,222148
,Anton,Miranchuk,73,222368
,Isaac,Success,73,222634
Marcos Guilherme,Marcos G.,Santos Matos,73,222707
,Chadrac,Akolo,73,222825
Walace,Walace,Souza Silva,73,222844
,Ali,Adnan,73,223198
,Nelson,Acevedo,73,223247
,Juan Martín,Lucero,73,223248
,Gideon,Jung,73,223751
,Robert,Bauer,73,223765
,Jonathan,Rodríguez,73,223816
Manu García,Manuel,García Alonso,73,223978
,Juan Ferney,Otero,73,224428
,Kenneth,Saief,73,224813
,Motaz,Hawsawi,73,225060
,Jarlan,Barrera,73,225182
,Jhon,Duque,73,225252
,İrfan Can,Kahveci,73,225403
Arana,Guilherme,Arana Lopes,73,225426
,Joel,Tagueu,73,225456
,Camilo,Mayada,73,225646
,Kasim,Adams Nuhu,73,225673
,Pedro,Gallese,73,225701
Pere Milla,Pere,Milla Peña,73,225926
,Petar,Stojanović,73,225995
,Jesús,Gallardo,73,226045
,Roger,Assalé,73,226060
,Uche,Agbo,73,226289
,Antonio,Milić,73,226518
,Younes,Namli,73,226539
Ricardo Valente,Ricardo Jorge,Oliveira Valente,73,226626
,Takumi,Minamino,73,226627
,Tim,Parker,73,226803
,Cristian,Roldan,73,226807
,Jeremiah,St. Juste,73,226853
,Anastasios,Donis,73,227732
Kim Seung Joon,Seung Joon,Kim,73,227789
,Simon,Deli,73,228236
,Robin,Lod,73,228312
,Bruno,Valdez,73,228729
,Wuilker,Faríñez,73,228736
,Zinédine,Machach,73,228821
,Dion,Cools,73,228942
Pedro Rocha,Pedro,Rocha Neves,73,229218
William,William,de Asevedo Furtado,73,229221
Charles,Charles Marcelo,da Silva,73,229255
Costinha,João José,Pereira da Costa,73,229473
Miguel Vieira,Luís Miguel,Vieira da Silva,73,229494
,Lucas,Rodríguez,73,229595
Hermoso,Mario,Hermoso Canseco,73,229668
,Rade,Krunić,73,229758
,Stefano,Sensi,73,229857
Gerson,Gerson,Santos da Silva,73,229927
,César,Montes,73,229980
,Gojko,Cimirot,73,230850
,Michael,Santos,73,230964
,Brian,Lozano,73,230967
,Casimir,Ninga,73,231041
,Nejc,Skubic,73,231095
,Adam,Ounas,73,231242
,Jérémy,Gélin,73,231263
João Carvalho,João António,Antunes Carvalho,73,231391
,Axel,Tuanzebe,73,231485
,Adalberto,Peñaranda,73,231638
,Yann,Karamoh,73,231826
,Maximilian,Wöber,73,231838
,Walter,González,73,232066
Carlos Ponck,Carlos,Santos Rodrigues,73,232459
,Nicolás,Silva,73,232517
,Gen,Shoji,73,232869
,Junya,Ito,73,232905
,Denzel,Dumfries,73,233096
,Miha,Zajc,73,233478
Zubeldia,Igor,Zubeldia Elorza,73,233738
,Emanuel,Reynoso,73,234468
Perdigão,Jeferson,Fernandes Macedo,73,234618
,Bakaye,Dibassy,73,234624
Salvi Sánchez,Salvador,Sánchez Ponce,73,234772
,Florian,Neuhaus,73,234943
,Lazar,Rosić,73,235002
,Bjørn,Johnsen,73,235320
,Dylan,Bronn,73,235565
,Edson,Álvarez,73,235844
Brais Méndez,Brais,Méndez Portela,73,235944
,Darko,Brasanac,73,236221
,Arnaut,Groeneveld,73,236276
Luiz Felipe,Luiz Felipe,Ramos Marchi,73,236355
Douglas Luiz,Douglas Luiz,Soares de Paulo,73,236499
Xeka,Miguel Ângelo,da Silva Rocha,73,236639
Melendo,Óscar,Melendo Jiménez,73,236679
,Saša,Lukić,73,236699
,Martin,Terrier,73,236786
,Matej,Mitrović,73,237209
,Bassem,Srarfi,73,237600
,Ibrahima,Konaté,73,237678
,Phil,Foden,73,237692
,Kenyu,Sugimoto,73,237799
,Nikola,Milenković,73,238095
Nacho Vidal,Ignacio,Vidal Miralles,73,238305
Pedro Sá,Pedro Miguel,Cunha Sá,73,238856
,Emmanuel,Dennis,73,239015
,Federico,Valverde,73,239053
,Rafael,Pérez,73,239088
,Nemanja,Maksimović,73,239433
,Kaveh,Rezaei,73,239593
,Omar,Alderete,73,240359
,Sergiy,Rybalka,73,241166
Ferrán Torres,Ferrán,Torres García,73,241461
,Jules,Koundé,73,241486
,Volodymyr,Shepelev,73,244376
,Vladimír,Coufal,73,244470
,Barış,Alıcı,73,244544
,Benjamin,Nivet,72,3665
Rúben Fernandes,Rúben Miguel,Santos Fernandes,72,18115
,Shunsuke,Nakamura,72,29552
,Jonas,Olsson,72,45842
,Kris,Boyd,72,49045
,Matthias,Lehmann,72,52498
,Tranquillo,Barnetta,72,52752
,Stewart,Downing,72,54013
,Rob,Green,72,101880
,Claudio,Terzi,72,102064
,Jaroslav,Plašil,72,112244
,Michael,Dawson,72,120312
,Alexander,Walke,72,121134
,Emil,Hallfreðsson,72,133249
,Daniele,Gastaldello,72,137410
,Domenico,Maietta,72,137774
,Kevin,Stuhr-Ellegaard,72,138247
,Jonathan,Walters,72,138436
,Darren,Fletcher,72,138782
,Omar,Pérez,72,139058
,Carl,Medjani,72,139836
,Sammy,Bossut,72,142258
,Mariano,González,72,142705
,Tolga,Zengin,72,143306
Tito,Roberto,Román Triguero,72,145889
David García,David,García Santana,72,146059
Vesga,Mikel,Vesga Arruti,72,146947
Manu Del Moral,Manuel,Del Moral Fernández,72,146953
,Vladimir,Gabulov,72,147579
,Arkadiusz,Malarz,72,148496
,Paweł,Kieszek,72,148526
,Ali,Al Habsi,72,148684
,Cristian,Molinaro,72,149064
,Alex,Cordaz,72,149258
,Sergio,Pellissier,72,149571
,Jérémy,Perbet,72,150594
Ricardo,Ricardo,Vaz Tê,72,152718
,Víctor,Figueroa,72,153062
Àngel Rangel,Àngel,Rangel Zaragoza,72,153938
,Valerică,Găman,72,155463
,Leon,Clarke,72,155533
Carlitos,Carlos Alberto,Alves Garcia,72,156227
,Samuel,Holmén,72,156683
,Sylvain,Marveaux,72,157310
,Luis Gonzalo,Bustamante,72,158790
Abraham González,Abraham,González Casanova,72,159566
,Sebastián,Viera,72,161663
Casadesús,Víctor Manuel,Casadesús Castaño,72,161832
,Sinan,Bolat,72,162220
,Johan,Djourou,72,162893
,Richard,Keogh,72,163156
,Roland,Lamah,72,163187
,Steven,Naismith,72,163209
,Glenn,Whelan,72,163303
,John,Ruddy,72,163600
Juninho,Anselmo,Vendrechovski Jr.,72,164079
Xisco,Francisco,Jiménez Tejada,72,164471
,Drew,Moor,72,164529
,Adam,Federici,72,164853
,Lior,Refaelov,72,164878
,Kyle,Lafferty,72,166844
,Jorge,Torres Nilo,72,167524
,Rasmus,Elm,72,167599
,Juan Pablo,Carrizo,72,167666
,Adem,Büyük,72,167753
,Rob,Elliot,72,167931
,Yannick,Cahuzac,72,167933
,Zdravko,Kuzmanović,72,168650
,Taiseer,Al Jassam,72,168883
,Jonathan,Martins Pereira,72,169069
,Kieran,Lee,72,169593
,Sam,Hutchinson,72,169708
,Marvin,Compper,72,170231
Aythami Artiles,Aythami,Artiles Oliva,72,171189
Luso,Luis Eduardo,Delgado Pacheco,72,171774
Elustondo,Gorka,Elustondo Urkola,72,172285
,Pierre,Kanstrup,72,172520
Varela,Silvestre,Gonçalves Varela,72,172672
Crespo,José Ángel,Crespo Rincón,72,172685
,Panagiotis,Kone,72,172882
,Fabio,Ceravolo,72,173162
Torrejón,Marc,Torrejón Moya,72,173179
,Nathan,Dyer,72,173436
,Oswaldo,Vizcarrondo,72,175462
,Samir,Ujkani,72,175897
Choi Chul Soon,Chul Soon,Choi,72,176346
Yeom Ki Hun,Ki Hun,Yeom,72,176348
,Mevlüt,Erdinç,72,176481
,Jean-Sylvain,Babin,72,176693
,Daniel,Larsson,72,176773
,Hugo,Droguett,72,176901
,Mikael,Lustig,72,176942
,Mark,Milligan,72,176992
Nuno Coelho,Nuno Miguel,Prata Coelho,72,177137
,Mathieu,Coutadeur,72,177482
,Alessandro,Matri,72,177528
,Timothy,Derijck,72,177571
,Sidney,Sam,72,177934
,Clément,Chantôme,72,177953
,Özer,Hurmacı,72,178029
,Romain,Brégerie,72,178032
,Andrea,Costa,72,178042
Canella,Roberto,Canella Suárez,72,178297
,Charlie,Mulgrew,72,178417
,Federico,Peluso,72,178418
Chong Te Se,Te Se,Chong,72,181120
,Alexander,Gerndt,72,181349
,François,Bellugou,72,181559
,Shaun,Williams,72,181681
Zeng Cheng,Cheng,Zeng,72,182043
Hao Junmin,Junmin,Hao,72,182343
Yu Hanchao,Hanchao,Yu,72,182411
,Aleš,Hruška,72,182959
,Jan,Morávek,72,183220
,Pål André,Helland,72,183336
,Davide,Di Gennaro,72,183414
,Sten Michael,Grytebust,72,183475
Fran Mérida,Francisco,Mérida Pérez,72,183520
,Barry,Bannan,72,183540
,Erwin,Mulder,72,183567
,Emanuele,Terranova,72,183671
,Martyn,Waghorn,72,183706
,Ali,Çamdalı,72,183769
,Andreas,Bjelland,72,183781
,Ryan,Koolwijk,72,184071
,Nill,De Pauw,72,184154
,Sebastien,Dewaest,72,184183
,Chris,Basham,72,184274
Go Yo Han,Yo Han,Go,72,184337
,Ömer,Şişmanoğlu,72,184518
Fábio Pacheco,Fábio José,Ferreira Pacheco,72,184606
,Luis,Montes,72,184703
,Johnny,Russell,72,185068
Vasco Fernandes,Vasco Herculano,Cunha Fernandes,72,185200
,Ørjan,Nyland,72,185427
,Oliver,Norwood,72,186143
,Tomáš,Hubočan,72,186253
,Adam,Clayton,72,186385
René,René,Román Hinojo,72,186511
,Güray,Vural,72,186651
,Roger,Espinoza,72,186674
Kiko Olivas,Francisco José,Olivas Alba,72,186684
,Raphael,Wolf,72,186941
,Jiloan,Hamad,72,187339
,Jair,Pereira,72,187478
,Lukáš,Mareček,72,187878
,Lex,Immers,72,188157
,Roberto,Gutiérrez,72,188269
,Thomas,Kaminski,72,188400
,Manuel,Iori,72,188499
,Rajiv,van La Parra,72,188540
,Mehdi,Abeid,72,188600
,Rodrigo,Salinas,72,188607
,Franck,Tabanou,72,188696
Laure,Laureano,Sanabria Ruiz,72,188930
Thiago Cionek,Thiago,Rangel Cionek,72,189118
,Maximiliano,Caire,72,189228
,Tunay,Torun,72,189263
,Alexander,Esswein,72,189272
,Gabriele,Angella,72,189288
,Carlo,Pinsoglio,72,189342
,Nathan,Baker,72,189403
,Lorenzo,Ariaudo,72,189436
,Mirko,Boland,72,189490
,Duje,Čop,72,189536
,Abdoul,Sissoko,72,189568
Dani Hernández,Daniel,Hernández Santos,72,189586
,Josef,Hušbauer,72,189600
Rogerinho,Rogério,de A. S. Coutinho,72,189819
,Maikel,van der Werff,72,189938
Dani Castellano,Daniel,Castellano Betancor,72,190093
,Stoppila,Sunzu,72,190276
Oier,Oier,Sanjurjo Maté,72,190432
,Bernard,Parker,72,190471
,Markus,Henriksen,72,190549
Mossa,José María,Angresola Jiménez,72,190555
,Daniel,Villalva,72,190629
,Eugenio,Lamanna,72,190769
Rúben Micael,Rúben Micael,F. da Ressureição,72,190779
,Ahmed,Elmohamady,72,191005
Dídac Vilà,Dídac,Vilà Roselló,72,191055
,Felix,Kroos,72,191066
,Osama,Hawsawi,72,191256
,Shinzo,Koroki,72,191547
,Mats,Rits,72,191627
Paulinho,Paulo José,de Oliveira,72,192165
,Rene,Krhin,72,192205
,Sebastian,Jung,72,192658
,Sebastian,Polter,72,192660
,Andreas,Luthe,72,192665
,Moustapha,Diallo,72,192673
,Edgar,Prib,72,192732
,Tongo,Doumbia,72,192767
,Leandro,Cabrera,72,192816
,Luis Miguel,Rodríguez,72,192906
,Mateusz,Klich,72,192955
,Astrit,Ajdarević,72,193029
,Vincent,Le Goff,72,193148
,Wes,Foderingham,72,193182
,Neil,Etheridge,72,193186
,Benjamin,Jeannot,72,193226
,Marin,Leovac,72,193250
,Christopher,Trimmel,72,193254
,Fabio,Pisacane,72,193267
,Philipp,Klingmann,72,193276
Aitor,Aitor,Fernández,72,193314
,Vid,Belec,72,193336
,Manuel,Schmiedebach,72,193420
,Loris,Benito,72,193468
,Sebastián,Prediger,72,193535
,Beram,Kayal,72,193550
,Vasco,Regini,72,193686
,Žarko,Tomašević,72,193690
,Abdoul Razzagui,Camara,72,193953
,Christoph,Moritz,72,194089
,Rafał,Gikiewicz,72,194333
António Filipe,António Filipe,Norinho de Carvalho,72,194916
Edgar Costa,José Edgar,Andrade da Costa,72,194956
,Roy,Krishna,72,195620
,Írven,Ávila,72,196848
,Marlon,Pack,72,196916
Gabriel Silva,Gabriel Moisés,Antunes da Silva,72,197688
,Jacopo,Sala,72,197777
,Pajtim,Kasami,72,197900
,Papy,Djilobodji,72,197937
,François,Moubandje,72,198067
,Marcel,Büchel,72,198079
,Pierre-Michel,Lasogga,72,198196
,Bryan,Oviedo,72,198335
,Daniel,Bentley,72,198350
,Gonzalo,Castellani,72,198426
Guitián,Alberto,Guitián Ceballos,72,198474
,James,McClean,72,198489
,Kenneth,Zohore,72,198641
,Bailey,Wright,72,198810
,Uroš,Ćosić,72,198900
,Grant,Hanley,72,198904
,Isaac,Cofie,72,198908
,Dennis,Appiah,72,199191
Álex Fernández,Alejandro,Fernández Iglesias,72,199247
,Anthony,Losilla,72,199288
,Arsen,Khubulov,72,199290
,Marc,Rzatkowski,72,199353
Sebá,Sebastião,de Freitas Couto,72,199412
,Tobias,Kempe,72,199413
Joselu,José Luís,Moreno Barroso,72,199490
Claiton,Claiton,Machado dos Santos,72,199517
,Alexandre,Letellier,72,199574
,Connor,Goldson,72,199580
,Marco,Torsiglieri,72,199726
,Luca,Caldirola,72,199776
,André,Hoffmann,72,199779
,Romain,Métanire,72,199781
,Nicolas,Höfler,72,199897
,Juan Ezequiel,Cuevas,72,199940
,Marco,Pérez,72,199964
,Miloš,Kosanović,72,200073
,Nicolai,Boilesen,72,200108
,Michael,Hector,72,200138
Hong Jeong Ho,Jeong Ho,Hong,72,200588
,Cyrus,Christie,72,200778
Bruno Uvini,Bruno,Uvini Bortolança,72,200818
,Moritz,Leitner,72,200857
,Christoph,Knasmüllner,72,200918
,Ondřej,Zahustel,72,201000
,Dominik,Kaiser,72,201066
,Tomáš,Kalas,72,201122
,Mickaël,Le Bihan,72,201145
,Thibault,Moulin,72,201257
,Kasper,Kusk,72,201266
,Christian,Gytkjær,72,201285
,Robert,Žulj,72,201290
Samu García,Samuel,García Sánchez,72,201379
,Junior,Tallo,72,201380
,Alexander,Søderlund,72,201966
,José Luis,Fernández,72,202069
,Ola,John,72,202101
,Alfredo,Morales,72,202107
,Justin,Meram,72,202223
,Diego,Arias,72,202399
Martos,Javi,Martos Espigares,72,202416
,Bobby,Wood,72,202428
,Navarone,Foor,72,202458
Jota,Jose Ignacio,Peleteiro Ramallo,72,202541
,Jean-Christophe,Bahebeck,72,202547
,Emiliano,Martínez,72,202811
,Christoffer,Nyman,72,202905
,Neeskens,Kebano,72,202940
Sin Jin Ho,Jin Ho,Sin,72,202986
Isaías,Isaías,Sánchez Cortes,72,203024
Lucas Piazon,Lucas,Domingues Piazon,72,203038
Caio,Caio,Gobbo Secco,72,203239
,Eirik Ulland,Andersen,72,203368
,Ismaël,Diomandé,72,203435
,Oliver,Kragl,72,203455
,Iván,Balliu,72,203581
,David,Pavelka,72,203604
,Cristian,Galano,72,203672
,Ahmad,Benali,72,203782
,Aron,Jóhannsson,72,203793
,Francisco,Silva,72,203801
,Jurgen,Mattheij,72,203875
,Jón Guðni,Fjóluson,72,203929
,Tjaronn,Chery,72,204060
,Rafał,Wolski,72,204078
,Jores,Okore,72,204163
,Tom,Trybull,72,204193
,Adam,Reach,72,204215
,Marcus,Bettinelli,72,204246
David Simón,David Simón,Rodríguez Santana,72,204278
,Hendrik,Van Crombrugge,72,204308
,Gervasio,Núñez,72,204337
,Sander,van de Streek,72,204370
,Tom,Beugelsdijk,72,204476
,Raphael,Holzhauser,72,204493
,Yoshimar,Yotún,72,204542
,Davy,Roef,72,204549
,Víctor,Ibarbo,72,204550
,Duvier,Riascos,72,204841
,Dieumerci,Ndongala,72,204908
,John,Egan,72,204936
,Jean-Daniel,Akpa Akpro,72,205343
,Kemar,Roofe,72,205360
Luís Leal,Luís Leal,dos Anjos,72,205425
,Benedikt,Röcker,72,205451
,Luca,Ceppitelli,72,205553
Dener,Dener,Gomes Clemente,72,205594
,Téji,Savanier,72,205686
,Ryan,Woods,72,205818
,Nicola,Murru,72,205934
,Isaac,Kiese Thelin,72,205985
,André,Biyogo Poko,72,205998
,Ezgjan,Alioski,72,206006
,Jacopo,Dezi,72,206042
,Jacob,Murphy,72,206085
Patric,Patricio,Gabarrón Gil,72,206098
,Isaac,Hayden,72,206115
,Luciano,Aued,72,206152
,Tal,Ben Haim,72,206316
,Solly,March,72,206594
Felipe,Felipe,Martins,72,207465
,Marcus,Rohdén,72,207553
,Adam,Webster,72,207616
,Kenneth,Omeruo,72,207624
,Mohamed,Yattara,72,207640
,Bryan,Carrasco,72,207641
,Steeve,Yago,72,207746
,Syam,Ben Youssef,72,207788
,Dom,Dwyer,72,207858
,Matías,Dituro,72,207935
Albentosa,Raúl,Albentosa Redal,72,207997
,Danny,Ward,72,207998
,Stéphane,Badji,72,208015
,Daniel,Bessa,72,208144
,Michael,Frey,72,208159
,Anastasios,Bakasetas,72,208250
Clinton Mata,Clinton Mukoni,Mata Pedro Lourenço,72,208364
,Sam,Byram,72,208892
,Fahad,Al Muwallad,72,208977
,Jehad,Al Hussien,72,209218
,Florent,Mollet,72,209288
Dória,Matheus,Dória Macedo,72,209329
,Mustafa,Saymak,72,209372
,Lorenzo,Lollo,72,209407
Romarinho,Romário Ricardo,da Silva,72,209440
,Branimir,Hrgota,72,209504
,Dimitrios,Siovas,72,209669
,Dorian,Dessoleil,72,209673
,Barrie,McKay,72,209729
,Leiton,Jiménez,72,209756
,Siebe,Schrijvers,72,209780
,Timo,Letschert,72,209839
,Julian,Jeanvier,72,209840
,Joris,van Overeem,72,210010
